2011-01-01,adult,1,1,1,1,3,,
2011-01-02,adult,1,1,1,4,7,,
2011-01-03,adult,1,1,1,8,11,,
2011-01-04,adult,1,1,1,12,14,,
2011-01-05,adult,1,1,1,15,18,,
2011-01-06,adult,1,1,1,19,21,,
2011-01-07,adult,1,1,1,22,23,,
2011-01-08,adult,1,1,1,24,25,,
2011-01-09,adult,1,1,1,26,27,,
2011-01-10,adult,1,1,1,28,30,,
2011-01-11,adult,1,1,1,31,32,,
2011-01-12,adult,1,1,1,33,35,,
2011-01-13,adult,1,1,1,36,37,,
